BAP,20190218,5.85,5.87,5.71,5.76,1907872
KAI,20190218,0.021,0.021,0.019,0.019,541465
DUB,20190218,0.54,0.545,0.53,0.54,1030505
RVR,20190218,0.165,0.165,0.16,0.165,558197
MYS,20190218,4.68,4.68,4.6,4.68,98820
IVO,20190218,0.004,0.004,0.003,0.004,612000
KGL,20190218,0.305,0.305,0.305,0.305,3229
KME,20190218,0.82,0.82,0.81,0.81,6890
IFL,20190218,5.21,5.32,5.11,5.3,1347556
KIN,20190218,0.072,0.072,0.07,0.07,59097
VHT,20190218,1.06,1.065,1.045,1.045,193393
KGN,20190218,4.3,4.41,4.24,4.26,408933
BUD,20190218,0.08,0.081,0.079,0.079,614809
LLC,20190218,13.75,13.8,13.53,13.67,2308572
REF,20190218,0.03,0.03,0.029,0.029,46520
APL,20190218,1.06,1.06,1.045,1.05,441047
ABC,20190218,4.95,4.98,4.87,4.94,1191127
BOE,20190218,0.054,0.058,0.054,0.056,2872982
CLX,20190218,0.88,0.88,0.875,0.875,5092
QFY,20190218,0.007,0.007,0.007,0.007,181
PVS,20190218,1.55,1.55,1.55,1.55,200
AHN,20190218,0.01,0.01,0.01,0.01,15615
APT,20190218,19.01,19.21,18.66,18.87,1507171
GMA,20190218,2.38,2.43,2.38,2.41,680082
MHG,20190218,3.15,3.15,3.15,3.15,4499
BYE,20190218,0.3,0.31,0.295,0.3,336366
SYI,20190218,27.62,27.66,27.62,27.62,2684
HTA,20190218,0.12,0.12,0.12,0.12,54860
PRL,20190218,0.004,0.004,0.004,0.004,13813745
8CO,20190218,0.041,0.041,0.038,0.038,51742
AZY,20190218,0.024,0.025,0.023,0.024,10909453
CQR,20190218,4.6,4.64,4.55,4.61,996832
QAN,20190218,5.76,5.765,5.71,5.73,3884852
EGL,20190218,0.055,0.055,0.055,0.055,13750
BXN,20190218,0.021,0.021,0.02,0.02,203554
MVS,20190218,19.72,19.72,19.65,19.65,5224
BCB,20190218,0.02,0.021,0.02,0.021,2134375
CRN,20190218,3.35,3.41,3.32,3.39,978002
RGI,20190218,0.275,0.295,0.275,0.29,296369
WHF,20190218,4.4,4.41,4.39,4.39,15780
FIJ,20190218,0.09,0.091,0.09,0.091,63518
IOO,20190218,64.31,64.53,64.04,64.29,14433
GMV,20190218,0.295,0.31,0.295,0.3,177910
IVZ,20190218,0.042,0.042,0.04,0.04,1884029
WND,20190218,0.87,0.925,0.86,0.905,561012
BLA,20190218,0.79,0.795,0.73,0.735,385732
GC1,20190218,0.85,0.85,0.85,0.85,6064
MVR,20190218,28.1,28.2,28.1,28.11,3305
NAN,20190218,3.55,3.6,3.43,3.45,1639813
